Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Class Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Class Revenue
Domestic,3/31/23,101,230738,ELP,Chicago International Airport,2470,ORD,723,384,12:10 PM,176,0,true,1235,-1,2:06 PM,3/31/23,Illinois,United States,4.5,El Paso,false,Texas,United States,3.5,false,19778,171,738,14,El Paso International Airport,56,Chicago,2767,0,7,3,0,5061,1152
Domestic,3/31/23,90,231739,ATL,El Paso International Airport,2560,ELP,1158,275,5:30 AM,181,0,false,1280,2,10:31 AM,3/31/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,138,739,13,Hartsfield-Jackson Atlanta International Airport,35,El Paso,1874,0,7,5,0,8106,1375
Domestic,3/31/23,89,232740,ATL,El Paso International Airport,2560,ELP,699,511,8:25 AM,181,0,false,1280,2,1:26 PM,3/31/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,128,740,2,Hartsfield-Jackson Atlanta International Airport,37,El Paso,1748,8,10,8,13984,6990,4088
Domestic,3/31/23,59,233741,ATL,El Paso International Airport,2560,ELP,837,129,12:10 PM,181,0,false,1280,2,5:11 PM,3/31/23,Texas,United States,3.5,Atlanta,false,Georgia,United States,4.5,true,11291,123,741,13,Hartsfield-Jackson Atlanta International Airport,51,El Paso,2185,0,3,31,0,2511,3999
Domestic,3/31/23,101,234742,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,782,244,5:30 AM,181,0,true,1280,-2,6:31 AM,3/31/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,116,742,7,El Paso International Airport,8,Atlanta,2086,2,51,2,4172,39882,488
Domestic,3/31/23,86,235743,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1066,514,8:25 AM,181,0,true,1280,-2,9:26 AM,3/31/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,132,743,8,El Paso International Airport,38,Atlanta,1930,0,4,5,0,4264,2570
Domestic,3/31/23,91,236744,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,682,470,12:10 PM,181,0,true,1280,-2,1:11 PM,3/31/23,Georgia,United States,4.5,El Paso,false,Texas,United States,3.5,false,10990,126,744,11,El Paso International Airport,24,Atlanta,1317,2,20,11,2634,13640,5170
Domestic,3/31/23,75,237745,JFK,El Paso International Airport,3806,ELP,665,353,5:30 AM,256,0,false,1903,2,11:46 AM,3/31/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,122,745,6,John F. Kennedy International Airport,41,El Paso,2215,3,16,13,6645,10640,4589
Domestic,3/31/23,76,238746,JFK,El Paso International Airport,3806,ELP,1175,415,8:25 AM,256,0,false,1903,2,2:41 PM,3/31/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,112,746,9,John F. Kennedy International Airport,27,El Paso,2174,1,14,23,2174,16450,9545
Domestic,3/31/23,66,230747,JFK,El Paso International Airport,3806,ELP,1156,197,12:10 PM,256,0,false,1903,2,6:26 PM,3/31/23,Texas,United States,3.5,New York,false,New York,United States,6.0,true,16215,111,747,8,John F. Kennedy International Airport,37,El Paso,1740,0,9,24,0,10404,4728
Domestic,3/31/23,71,231748,ELP,John F. Kennedy International Airport,3806,JFK,560,361,5:30 AM,256,0,true,1903,-2,7:46 AM,3/31/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,140,748,11,El Paso International Airport,58,New York,2397,1,2,22,2397,1120,7942
Domestic,3/31/23,94,232749,ELP,John F. Kennedy International Airport,3806,JFK,874,235,8:25 AM,256,0,true,1903,-2,10:41 AM,3/31/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,136,749,8,El Paso International Airport,34,New York,1777,4,15,9,7108,13110,2115
Domestic,3/31/23,70,233750,ELP,John F. Kennedy International Airport,3806,JFK,689,151,12:10 PM,256,0,true,1903,-2,2:26 PM,3/31/23,New York,United States,6.0,El Paso,false,Texas,United States,3.5,false,12213,121,750,4,El Paso International Airport,47,New York,1444,5,7,22,7220,4823,3322
Domestic,3/31/23,87,234751,BOS,El Paso International Airport,4128,ELP,1062,395,5:30 AM,275,0,false,2064,2,12:05 PM,3/31/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,149,751,15,Boston Logan International Airport,47,El Paso,2081,0,0,2,0,0,790
Domestic,3/31/23,71,235752,BOS,El Paso International Airport,4128,ELP,961,188,8:25 AM,275,0,false,2064,2,3:00 PM,3/31/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,143,752,8,Boston Logan International Airport,64,El Paso,2098,0,0,15,0,0,2820
Domestic,3/31/23,72,236753,BOS,El Paso International Airport,4128,ELP,813,319,12:10 PM,275,0,false,2064,2,6:45 PM,3/31/23,Texas,United States,3.5,Boston,false,Massachusetts,United States,3.0,true,11994,127,753,11,Boston Logan International Airport,44,El Paso,2108,3,14,14,6324,11382,4466
Domestic,3/31/23,89,237754,ELP,Logan International Airport,4128,BOS,572,163,5:30 AM,275,0,true,2064,2,12:05 PM,3/31/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,146,754,13,El Paso International Airport,44,Boston,2825,0,12,6,0,6864,978
Domestic,3/31/23,53,238755,ELP,Logan International Airport,4128,BOS,945,153,8:25 AM,275,0,true,2064,2,3:00 PM,3/31/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,94,755,8,El Paso International Airport,33,Boston,3071,6,8,35,18426,7560,5355
Domestic,3/31/23,57,230756,ELP,Logan International Airport,4128,BOS,898,265,12:10 PM,275,0,true,2064,2,6:45 PM,3/31/23,Massachusetts,United States,3.0,El Paso,false,Texas,United States,3.5,false,15119,123,756,15,El Paso International Airport,51,Boston,2992,0,5,39,0,4490,10335
Domestic,3/31/23,85,231757,LAS,El Paso International Airport,1164,ELP,687,466,5:30 AM,97,0,false,582,-1,6:07 AM,3/31/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,133,757,11,Harry Reid International Airport,37,El Paso,1228,0,27,15,0,18549,6990
Domestic,3/31/23,88,232758,LAS,El Paso International Airport,1164,ELP,1051,335,8:25 AM,97,0,false,582,-1,9:02 AM,3/31/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,137,758,11,Harry Reid International Airport,38,El Paso,1566,0,2,13,0,2102,4355
Domestic,3/31/23,94,233759,LAS,El Paso International Airport,1164,ELP,571,409,12:10 PM,97,0,false,582,-1,12:47 PM,3/31/23,Texas,United States,3.5,Las Vegas,false,Nevada,United States,3.5,true,17071,145,759,11,Harry Reid International Airport,40,El Paso,3264,0,10,3,0,5710,1227
Domestic,3/31/23,82,234760,ELP,Harry Reid International Airport,1164,LAS,1166,326,5:30 AM,97,0,true,582,1,8:07 AM,3/31/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,142,760,12,El Paso International Airport,48,Las Vegas,2743,0,12,14,0,13992,4564
Domestic,3/31/23,88,235761,ELP,Harry Reid International Airport,1164,LAS,777,466,8:25 AM,97,0,true,582,1,11:02 AM,3/31/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,149,761,6,El Paso International Airport,55,Las Vegas,1330,7,3,9,9310,2331,4194
Domestic,3/31/23,82,236762,ELP,Harry Reid International Airport,1164,LAS,927,418,12:10 PM,97,0,true,582,1,2:47 PM,3/31/23,Nevada,United States,3.5,El Paso,false,Texas,United States,3.5,false,16242,125,762,6,El Paso International Airport,37,Las Vegas,2827,3,25,20,8481,23175,8360
International,3/31/23,80,237763,LHR,El Paso International Airport,15444,ELP,4620,1156,5:30 AM,645,13,false,5148,7,11:15 PM,3/31/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,136,763,13,Heathrow Airport,43,El Paso,6528,0,0,11,0,0,12859
International,4/1/23,94,238764,LHR,El Paso International Airport,15444,ELP,4783,812,8:25 AM,645,13,false,5148,7,2:10 AM,3/31/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,160,764,9,Heathrow Airport,57,El Paso,8142,1,7,9,8155,33572,7425
International,4/1/23,85,230765,LHR,El Paso International Airport,15444,ELP,4278,1183,12:10 PM,645,13,false,5148,7,5:55 AM,3/31/23,Texas,United States,3.5,London,true,United Kingdom,England,5.0,true,66329,142,765,13,Heathrow Airport,44,El Paso,7675,0,5,2,0,21455,2392
International,3/31/23,84,231766,ELP,Heathrow Airport,15444,LHR,5602,1040,5:30 AM,645,13,false,5148,-7,9:15 AM,3/31/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,140,766,11,El Paso International Airport,45,London,11177,0,0,1,0,0,1053
International,3/31/23,81,232767,ELP,Heathrow Airport,15444,LHR,5312,925,8:25 AM,645,13,false,5148,-7,12:10 PM,3/31/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,143,767,15,El Paso International Airport,47,London,5158,0,4,17,0,21300,15946
International,3/31/23,84,233768,ELP,Heathrow Airport,15444,LHR,5731,953,12:10 PM,645,13,false,5148,-7,3:55 PM,3/31/23,United Kingdom,England,5.0,El Paso,true,Texas,United States,3.5,false,72726,151,768,12,El Paso International Airport,55,London,9818,0,8,1,0,45952,966
International,3/31/23,81,234769,MEX,Abraham Gonzalez International Airport,2871,CJS,3057,1246,5:30 AM,142,3,false,957,1,8:52 AM,3/31/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,151,769,10,Aeropuerto Internacional Benito Juarez,60,Juarez,4752,0,2,4,0,6120,4996
International,3/31/23,84,235770,MEX,Abraham Gonzalez International Airport,2871,CJS,3001,1324,8:25 AM,142,3,false,957,1,11:47 AM,3/31/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,140,770,10,Aeropuerto Internacional Benito Juarez,46,Juarez,9240,0,0,8,0,0,10616
International,3/31/23,89,236771,MEX,Abraham Gonzalez International Airport,2871,CJS,5826,1124,12:10 PM,142,3,false,957,1,3:32 PM,3/31/23,Chihuahua,Mexico,2.5,Ciudad de Mexico,true,Distrito Federal,Mexico,4.5,false,71871,153,771,12,Aeropuerto Internacional Benito Juarez,52,Juarez,8207,0,0,4,0,0,4508
International,3/31/23,85,237772,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3930,1010,5:30 AM,142,3,false,957,-1,6:52 AM,3/31/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,139,772,9,Abraham Gonzalez International Airport,45,Ciudad de Mexico,10439,0,0,15,0,0,15195
International,3/31/23,97,238773,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,4654,1293,8:25 AM,142,3,false,957,-1,9:47 AM,3/31/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,164,773,14,Abraham Gonzalez International Airport,53,Ciudad de Mexico,10866,0,0,7,0,0,9072
International,3/31/23,82,230774,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3287,592,12:10 PM,142,3,false,957,-1,1:32 PM,3/31/23,Distrito Federal,Mexico,4.5,Juarez,true,Chihuahua,Mexico,2.5,false,56292,135,774,10,Abraham Gonzalez International Airport,43,Ciudad de Mexico,6413,0,9,14,0,29610,8330
Domestic,3/31/23,91,231775,LAX,Orlando International Airport,3854,ORL,1108,328,5:30 AM,281,0,true,1927,-3,7:11 AM,3/31/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,138,775,8,Los Angeles International Airport,39,Orlando,2117,2,4,8,4234,4432,2624
Domestic,3/31/23,81,232776,LAX,Orlando International Airport,3854,ORL,707,160,8:25 AM,281,0,true,1927,-3,10:06 AM,3/31/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,139,776,9,Los Angeles International Airport,49,Orlando,2713,0,13,8,0,9191,1280
Domestic,3/31/23,83,233777,LAX,Orlando International Airport,3854,ORL,880,417,12:10 PM,281,0,true,1927,-3,1:51 PM,3/31/23,Florida,United States,5.0,Los Angeles,false,California,United States,4.0,true,70024,156,777,13,Los Angeles International Airport,60,Orlando,1774,0,1,8,0,880,3336
Domestic,3/31/23,75,234778,ORL,Los Angeles International Airport,3854,LAX,1162,337,5:30 AM,281,0,true,1927,3,1:11 PM,3/31/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,125,778,8,Orlando International Airport,42,Los Angeles,2022,0,12,14,0,13944,4718
Domestic,3/31/23,75,235779,ORL,Los Angeles International Airport,3854,LAX,741,123,8:25 AM,281,0,true,1927,3,4:06 PM,3/31/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,109,779,9,Orlando International Airport,25,Los Angeles,2468,6,15,23,14808,11115,2829
Domestic,3/31/23,74,236780,ORL,Los Angeles International Airport,3854,LAX,1189,417,12:10 PM,281,0,true,1927,3,7:51 PM,3/31/23,California,United States,4.0,Orlando,false,Florida,United States,5.0,true,71901,126,780,6,Orlando International Airport,46,Los Angeles,1458,6,18,13,8748,21402,5421
Domestic,3/31/23,75,237781,LAX,Logan International Airport,4538,BOS,849,179,5:30 AM,326,0,true,2269,-3,7:56 AM,3/31/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,129,781,13,Los Angeles International Airport,41,Boston,3295,0,8,27,0,6792,4833
Domestic,3/31/23,97,238782,LAX,Logan International Airport,4538,BOS,749,369,8:25 AM,326,0,true,2269,-3,10:51 AM,3/31/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,131,782,6,Los Angeles International Airport,28,Boston,3421,2,27,6,6842,20223,2214
Domestic,3/31/23,83,230783,LAX,Logan International Airport,4538,BOS,806,489,12:10 PM,326,0,true,2269,-3,2:36 PM,3/31/23,Massachusetts,United States,3.0,Los Angeles,true,California,United States,4.0,true,51587,128,783,10,Los Angeles International Airport,35,Boston,2613,0,8,21,0,6448,10269
Domestic,3/31/23,81,231784,BOS,Los Angeles International Airport,4538,LAX,987,549,5:30 AM,326,0,true,2269,3,1:56 PM,3/31/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,140,784,8,Boston Logan International Airport,51,Los Angeles,2781,0,5,15,0,4935,8235
Domestic,3/31/23,93,232785,BOS,Los Angeles International Airport,4538,LAX,1087,302,8:25 AM,326,0,true,2269,3,4:51 PM,3/31/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,154,785,11,Boston Logan International Airport,50,Los Angeles,2892,3,3,3,8676,3261,906
Domestic,3/31/23,78,233786,BOS,Los Angeles International Airport,4538,LAX,893,398,12:10 PM,326,0,true,2269,3,8:36 PM,3/31/23,California,United States,4.0,Boston,true,Massachusetts,United States,3.0,true,51892,135,786,11,Boston Logan International Airport,46,Los Angeles,2445,0,8,19,0,7144,7562
International,3/31/23,101,234787,CUN,El Paso International Airport,3687,ELP,3771,843,5:30 AM,190,4,false,1229,2,10:40 AM,3/31/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,165,787,11,Cancun International Airport,53,El Paso,8888,0,10,0,0,37750,0
International,3/31/23,73,235788,CUN,El Paso International Airport,3687,ELP,5640,753,8:25 AM,190,4,false,1229,2,1:35 PM,3/31/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,141,788,12,Cancun International Airport,56,El Paso,4639,0,0,13,0,0,9841
International,3/31/23,92,236789,CUN,El Paso International Airport,3687,ELP,5313,686,12:10 PM,190,4,false,1229,2,5:20 PM,3/31/23,Texas,United States,3.5,Cancun,true,Quintana Roo,Mexico,4.0,true,76340,159,789,14,Cancun International Airport,53,El Paso,9172,0,0,4,0,0,2760
International,3/31/23,70,237790,ELP,Cancun International Airport,3687,CUN,4671,994,5:30 AM,190,4,true,1229,-2,6:40 AM,3/31/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,123,790,15,El Paso International Airport,38,Cancun,9138,0,10,22,0,46750,21956
International,3/31/23,64,238791,ELP,Cancun International Airport,3687,CUN,4601,751,8:25 AM,190,4,true,1229,-2,9:35 AM,3/31/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,117,791,9,El Paso International Airport,44,Cancun,12226,0,0,21,0,0,15855
International,3/31/23,90,230792,ELP,Cancun International Airport,3687,CUN,2976,819,12:10 PM,190,4,true,1229,-2,1:20 PM,3/31/23,Quintana Roo,Mexico,4.0,El Paso,true,Texas,United States,3.5,false,71648,141,792,15,El Paso International Airport,36,Cancun,13168,0,8,5,0,23840,4115
International,3/31/23,84,231793,YYZ,El Paso International Airport,4347,ELP,3850,920,5:30 AM,219,4,false,1449,2,11:09 AM,3/31/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,136,793,11,Toronto Pearson International Airport,41,El Paso,7573,0,2,5,0,7708,4620
International,3/31/23,87,232794,YYZ,El Paso International Airport,4347,ELP,4829,1099,8:25 AM,219,4,false,1449,2,2:04 PM,3/31/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,140,794,8,Toronto Pearson International Airport,45,El Paso,7923,0,0,0,0,0,0
International,3/31/23,85,233795,YYZ,El Paso International Airport,4347,ELP,4800,965,12:10 PM,219,4,false,1449,2,5:49 PM,3/31/23,Texas,United States,3.5,Toronto,true,Ontario,Canada,4.0,true,57452,136,795,10,Toronto Pearson International Airport,41,El Paso,6445,0,5,19,0,24020,18411
International,3/31/23,90,234796,ELP,Toronto Pearson International Airport,4347,YYZ,3326,1030,5:30 AM,219,4,true,1449,-2,7:09 AM,3/31/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,151,796,15,El Paso International Airport,46,Toronto,8425,0,7,6,0,23310,6204
International,3/31/23,86,235797,ELP,Toronto Pearson International Airport,4347,YYZ,3649,1119,8:25 AM,219,4,true,1449,-2,10:04 AM,3/31/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,164,797,14,El Paso International Airport,64,Toronto,7283,0,0,18,0,0,20214
International,3/31/23,97,236798,ELP,Toronto Pearson International Airport,4347,YYZ,5807,845,12:10 PM,219,4,true,1449,-2,1:49 PM,3/31/23,Ontario,Canada,4.0,El Paso,true,Texas,United States,3.5,false,64960,151,798,15,El Paso International Airport,39,Toronto,9191,0,4,6,0,23244,5094
International,4/1/23,89,237799,CDG,El Paso International Airport,13986,ELP,5026,861,5:30 AM,639,12,false,4662,8,12:09 AM,3/31/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,141,799,9,Paris Charles de Gaulle Airport,43,El Paso,5477,0,2,12,0,10076,10476
International,4/1/23,104,238800,CDG,El Paso International Airport,13986,ELP,4938,863,8:25 AM,639,12,false,4662,8,3:04 AM,3/31/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,169,800,9,Paris Charles de Gaulle Airport,56,El Paso,12427,0,3,0,0,14850,0
International,4/1/23,83,230801,CDG,El Paso International Airport,13986,ELP,5642,993,12:10 PM,639,12,false,4662,8,6:49 AM,3/31/23,Texas,United States,3.5,Paris,true,Ill de France,France,5.0,true,67763,151,801,10,Paris Charles de Gaulle Airport,58,El Paso,11528,0,0,7,0,0,7035
International,3/31/23,93,231802,ELP,Paris Charles de Gaulle Airport,13986,CDG,4800,950,5:30 AM,639,12,true,4662,-8,8:09 AM,3/31/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,149,802,13,El Paso International Airport,43,Paris,5062,0,1,7,0,4812,6734
International,3/31/23,86,232803,ELP,Paris Charles de Gaulle Airport,13986,CDG,5351,900,8:25 AM,639,12,true,4662,-8,11:04 AM,3/31/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,150,803,12,El Paso International Airport,52,Paris,9007,0,1,3,0,5363,2736
International,3/31/23,90,233804,ELP,Paris Charles de Gaulle Airport,13986,CDG,5204,849,12:10 PM,639,12,true,4662,-8,2:49 PM,3/31/23,Ill de France,France,5.0,El Paso,true,Texas,United States,3.5,false,54532,148,804,9,El Paso International Airport,49,Paris,8135,0,0,12,0,0,10332
International,4/1/23,71,234805,HND,El Paso International Airport,15966,ELP,5280,1166,5:30 AM,725,14,false,5322,16,9:35 AM,3/31/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,138,805,10,Tokyo Haneda Airport,57,El Paso,9993,0,0,16,0,0,18880
International,4/1/23,82,235806,HND,El Paso International Airport,15966,ELP,4236,890,8:25 AM,725,14,false,5322,16,12:30 PM,3/31/23,Texas,United States,3.5,Tokyo,true,Honshu,Japan,6.0,true,75881,135,806,13,Tokyo Haneda Airport,40,El Paso,12035,0,5,12,0,21250,10848
